,hn_1,best_match,street_type,base_function,suffix_true,both_true
15025,NA,HAMILTON AVE AND THE FERRY,AVE,HAMILTON AVE AND THE FERRY AVE,HAMILTON AVE AND THE FERRY AVE,HAMILTON AVE AND THE FERRY AVE
15026,NA,RAILROAD BEDFORD,ST,RAILROAD BEDFORD ST,RAILROAD BEDFORD ST,RAILROAD BEDFORD ST
15027,NA,FLATBUSH,ST,FLATBUSH ST,FLATBUSH ST,FLATBUSH ST
15028,72,WILLOUGHBY,ST,72 WILLOUGHBY ST,72 WILLOUGHBY ST,72 WILLOUGHBY ST
15029,NA,SCHERMERHORN AND BOND,ST,SCHERMERHORN AND BOND ST,SCHERMERHORN AND BOND ST,SCHERMERHORN AND BOND ST
15030,NA,KENT AND MYRTLE AVE,AVE,KENT AND MYRTLE AVE,KENT AND MYRTLE AVE,KENT AND MYRTLE AVE
15031,NA,CLERMONT AND MYRTLE AVE,AVE,CLERMONT AND MYRTLE AVE,CLERMONT AND MYRTLE AVE,CLERMONT AND MYRTLE AVE
15032,23,MONROE PL,PL,23 MONROE PL,23 MONROE PL,23 MONROE PL
15033,52,MONTAGUE PL,PL,52 MONTAGUE PL,52 MONTAGUE PL,52 MONTAGUE PL
15034,NA,FLATBUSH TURNPIKE AND NEVINS,ST,FLATBUSH TURNPIKE AND NEVINS ST,FLATBUSH TURNPIKE AND NEVINS ST,FLATBUSH TURNPIKE AND NEVINS ST
15035,315,BRG,ST,315 BRG ST,315 BRG ST,315 BRG ST
15036,81,ADAMS,ST,81 ADAMS ST,81 ADAMS ST,81 ADAMS ST
15037,168,WASHINGTON,ST,168 WASHINGTON ST,168 WASHINGTON ST,168 WASHINGTON ST
15038,3,HUDSON AVE,AVE,3 HUDSON AVE,3 HUDSON AVE,3 HUDSON AVE
15039,47,MYRTLE AVE,AVE,47 MYRTLE AVE,47 MYRTLE AVE,47 MYRTLE AVE
15040,NA,FLATBUSH TURNPIKE AND POWERS,ST,FLATBUSH TURNPIKE AND POWERS ST,FLATBUSH TURNPIKE AND POWERS ST,FLATBUSH TURNPIKE AND POWERS ST
15041,113,FULTON,ST,113 FULTON ST,113 FULTON ST,113 FULTON ST
15042,165,SANDS BROOKLYN DIRECTOKY,ST,165 SANDS BROOKLYN DIRECTOKY ST,165 SANDS BROOKLYN DIRECTOKY ST,165 SANDS BROOKLYN DIRECTOKY ST
15043,NA,IS CARLL,ST,IS CARLL ST,IS CARLL ST,IS CARLL ST
15044,95,MYRTLE AVE,AVE,95 MYRTLE AVE,95 MYRTLE AVE,95 MYRTLE AVE
15045,16,STRONG PL,PL,16 STRONG PL,16 STRONG PL,16 STRONG PL
15046,56,STANTON,ST,56 STANTON ST,56 STANTON ST,56 STANTON ST
15047,12,WILLOW PL,PL,12 WILLOW PL,12 WILLOW PL,12 WILLOW PL
15048,297,HENRY,ST,297 HENRY ST,297 HENRY ST,297 HENRY ST
15049,60,WARREN,ST,60 WARREN ST,60 WARREN ST,60 WARREN ST
15050,NA,BERGEN AND HOYT,ST,BERGEN AND HOYT ST,BERGEN AND HOYT ST,BERGEN AND HOYT ST
15051,19,JORALEMON,ST,19 JORALEMON ST,19 JORALEMON ST,19 JORALEMON ST
15052,NA,STATE AND HOYT,ST,STATE AND HOYT ST,STATE AND HOYT ST,STATE AND HOYT ST
15053,NA,STATE AND HOYT,ST,STATE AND HOYT ST,STATE AND HOYT ST,STATE AND HOYT ST
15054,NA,FRANKLIN AVE AND WILLOUGHBY,AVE,FRANKLIN AVE AND WILLOUGHBY AVE,FRANKLIN AVE AND WILLOUGHBY AVE,FRANKLIN AVE AND WILLOUGHBY AVE
15055,113,NASSAU,ST,113 NASSAU ST,113 NASSAU ST,113 NASSAU ST
15056,206,PROSPECT,ST,206 PROSPECT ST,206 PROSPECT ST,206 PROSPECT ST
15057,NA,BEDFORD AND PARK AVE,AVE,BEDFORD AND PARK AVE,BEDFORD AND PARK AVE,BEDFORD AND PARK AVE
15058,87,PINEAPPLE,ST,87 PINEAPPLE ST,87 PINEAPPLE ST,87 PINEAPPLE ST
15059,167,JAY,ST,167 JAY ST,167 JAY ST,167 JAY ST
15060,56,WILLOW,ST,56 WILLOW ST,56 WILLOW ST,56 WILLOW ST
15061,26,SANDS,ST,26 SANDS ST,26 SANDS ST,26 SANDS ST
15062,350,ATLANTIC,ST,350 ATLANTIC ST,350 ATLANTIC ST,350 ATLANTIC ST
15063,1,JAMCSC FRONT,ST,1 JAMCSC FRONT ST,1 JAMCSC FRONT ST,1 JAMCSC FRONT ST
15064,NA,9 AND SMITH,ST,9 AND SMITH ST,9TH AND SMITH ST,9TH AND SMITH ST
15065,62,ATLANTIC,ST,62 ATLANTIC ST,62 ATLANTIC ST,62 ATLANTIC ST
15066,165,HUDSON AVE,AVE,165 HUDSON AVE,165 HUDSON AVE,165 HUDSON AVE
15067,91,CRANBERRY,ST,91 CRANBERRY ST,91 CRANBERRY ST,91 CRANBERRY ST
15068,92,GOLD,ST,92 GOLD ST,92 GOLD ST,92 GOLD ST
15069,NA,HUDSON AVE AND CONCORD,AVE,HUDSON AVE AND CONCORD AVE,HUDSON AVE AND CONCORD AVE,HUDSON AVE AND CONCORD AVE
15070,NA,WASHINGTON AVE AND JAMAICA RD,AVE,WASHINGTON AVE AND JAMAICA RD AVE,WASHINGTON AVE AND JAMAICA RD AVE,WASHINGTON AVE AND JAMAICA RD AVE
15071,195,MYRTLE AVE,AVE,195 MYRTLE AVE,195 MYRTLE AVE,195 MYRTLE AVE
15072,32,TILLARY,ST,32 TILLARY ST,32 TILLARY ST,32 TILLARY ST
15073,NA,21 AND 4 AVE GOWANUS,AVE,21 AND 4 AVE GOWANUS AVE,21ST AND 4 AVE GOWANUS AVE,21ST AND 4 AVE GOWANUS AVE
15074,194,NASSAU,ST,194 NASSAU ST,194 NASSAU ST,194 NASSAU ST
15075,7,DOUGLASS,ST,7 DOUGLASS ST,7 DOUGLASS ST,7 DOUGLASS ST
15076,280,HUDSON AVE,AVE,280 HUDSON AVE,280 HUDSON AVE,280 HUDSON AVE
15077,10,COTTAGE PL COLUMBIA,PL,10 COTTAGE PL COLUMBIA PL,10 COTTAGE PL COLUMBIA PL,10 COTTAGE PL COLUMBIA PL
15078,200,MYRTLE AVE,AVE,200 MYRTLE AVE,200 MYRTLE AVE,200 MYRTLE AVE
15079,289,HUDSON AVE,AVE,289 HUDSON AVE,289 HUDSON AVE,289 HUDSON AVE
15080,192,JAY,ST,192 JAY ST,192 JAY ST,192 JAY ST
15081,6,TILLARY,ST,6 TILLARY ST,6 TILLARY ST,6 TILLARY ST
15082,103,LIVINGSTON,ST,103 LIVINGSTON ST,103 LIVINGSTON ST,103 LIVINGSTON ST
15083,97,MYRTLE AVE,AVE,97 MYRTLE AVE,97 MYRTLE AVE,97 MYRTLE AVE
15084,193,FULTON,ST,193 FULTON ST,193 FULTON ST,193 FULTON ST
15085,5,ADELPHI,ST,5 ADELPHI ST,5 ADELPHI ST,5 ADELPHI ST
15086,NA,SCHERMERHORN H SMITH AND HOYT,ST,SCHERMERHORN H SMITH AND HOYT ST,SCHERMERHORN H SMITH AND HOYT ST,SCHERMERHORN H SMITH AND HOYT ST
15087,34,BALTIC,ST,34 BALTIC ST,34 BALTIC ST,34 BALTIC ST
15088,NA,SL CLARK,ST,SL CLARK ST,SL CLARK ST,SL CLARK ST
15089,26,WILLOUGHBY,ST,26 WILLOUGHBY ST,26 WILLOUGHBY ST,26 WILLOUGHBY ST
15090,NA,CRIPPLEBUSH RD AND FLUSHING AVE,AVE,CRIPPLEBUSH RD AND FLUSHING AVE,CRIPPLEBUSH RD AND FLUSHING AVE,CRIPPLEBUSH RD AND FLUSHING AVE
15091,NA,MYRTLE AVE AND STEUBEN,ST,MYRTLE AVE AND STEUBEN ST,MYRTLE AVE AND STEUBEN ST,MYRTLE AVE AND STEUBEN ST
15092,37,BUTLER,ST,37 BUTLER ST,37 BUTLER ST,37 BUTLER ST
15093,NA,IS BERGEN,ST,IS BERGEN ST,IS BERGEN ST,IS BERGEN ST
15094,NA,E ILOYT PACIFIC,ST,E ILOYT PACIFIC ST,E ILOYT PACIFIC ST,E ILOYT PACIFIC ST
15095,NA,BERGEN AND POWERS,ST,BERGEN AND POWERS ST,BERGEN AND POWERS ST,BERGEN AND POWERS ST
15096,NA,HENRY AND DEGRAW,ST,HENRY AND DEGRAW ST,HENRY AND DEGRAW ST,HENRY AND DEGRAW ST
15097,NA,WASHINGTON AND MYRTLEAV,ST,WASHINGTON AND MYRTLEAV ST,WASHINGTON AND MYRTLEAV ST,WASHINGTON AND MYRTLEAV ST
15098,63,JORALEMON,ST,63 JORALEMON ST,63 JORALEMON ST,63 JORALEMON ST
15099,91,WASHINGTON,ST,91 WASHINGTON ST,91 WASHINGTON ST,91 WASHINGTON ST
15100,229,WASHINGTON,ST,229 WASHINGTON ST,229 WASHINGTON ST,229 WASHINGTON ST
15101,198,WASHINGTON,ST,198 WASHINGTON ST,198 WASHINGTON ST,198 WASHINGTON ST
15102,177,JAY,ST,177 JAY ST,177 JAY ST,177 JAY ST
15103,NA,HUDSON AVE AND TILLARY,AVE,HUDSON AVE AND TILLARY AVE,HUDSON AVE AND TILLARY AVE,HUDSON AVE AND TILLARY AVE
15104,NA,MYRTLE AVE AND RAYMOND,AVE,MYRTLE AVE AND RAYMOND AVE,MYRTLE AVE AND RAYMOND AVE,MYRTLE AVE AND RAYMOND AVE
15105,NA,SMITH AND BUTLER,ST,SMITH AND BUTLER ST,SMITH AND BUTLER ST,SMITH AND BUTLER ST
15106,NA,WHIPPLE J 127 HUDSON AVE,AVE,WHIPPLE J 127 HUDSON AVE,WHIPPLE J 127TH HUDSON AVE,WHIPPLE J 127TH HUDSON AVE
15107,NA,N SACKETT CT AND DEGRAW AND STRONG PL,ST,N SACKETT CT AND DEGRAW AND STRONG PL ST,N SACKETT CT AND DEGRAW AND STRONG PL ST,N SACKETT CT AND DEGRAW AND STRONG PL ST
15108,205,NASSAU,ST,205 NASSAU ST,205 NASSAU ST,205 NASSAU ST
15109,NA,10 WARD 113 CT,CT,10 WARD 113 CT,10TH WARD 113 CT,10TH WARD 113 CT
15110,163,WASHINGTON,ST,163 WASHINGTON ST,163 WASHINGTON ST,163 WASHINGTON ST
15111,NA,PROSPECT AND WASHINGTON,ST,PROSPECT AND WASHINGTON ST,PROSPECT AND WASHINGTON ST,PROSPECT AND WASHINGTON ST
15112,154,HUDSON AVE,AVE,154 HUDSON AVE,154 HUDSON AVE,154 HUDSON AVE
15113,184,FULTON,ST,184 FULTON ST,184 FULTON ST,184 FULTON ST
15114,NA,CT AND MONTAGUE PL,PL,CT AND MONTAGUE PL,CT AND MONTAGUE PL,CT AND MONTAGUE PL
15115,NA,JAMAICA RD OP PORTLAND AVE,AVE,JAMAICA RD OP PORTLAND AVE,JAMAICA RD OP PORTLAND AVE,JAMAICA RD OP PORTLAND AVE
15116,NA,FLUSHING AVE GRAHAM,AVE,FLUSHING AVE GRAHAM AVE,FLUSHING AVE GRAHAM AVE,FLUSHING AVE GRAHAM AVE
15117,NA,CROW HL BEDFORD,HL,CROW HL BEDFORD HL,CROW HL BEDFORD HL,CROW HL BEDFORD HL
15118,120,HIGH,ST,120 HIGH ST,120 HIGH ST,120 HIGH ST
15119,105,JOHNSON,ST,105 JOHNSON ST,105 JOHNSON ST,105 JOHNSON ST
15120,40,MAIN,ST,40 MAIN ST,40 MAIN ST,40 MAIN ST
15121,152,MYRTLE AVE,AVE,152 MYRTLE AVE,152 MYRTLE AVE,152 MYRTLE AVE
15122,137,PEARL,ST,137 PEARL ST,137 PEARL ST,137 PEARL ST
15123,202,PROSPECT,ST,202 PROSPECT ST,202 PROSPECT ST,202 PROSPECT ST
15124,NA,HENRY AND CLINTON H 214 ATLANTIC,ST,HENRY AND CLINTON H 214 ATLANTIC ST,HENRY AND CLINTON H 214TH ATLANTIC ST,HENRY AND CLINTON H 214TH ATLANTIC ST
15125,22,BERGEN,ST,22 BERGEN ST,22 BERGEN ST,22 BERGEN ST
15126,10,POPLAR,ST,10 POPLAR ST,10 POPLAR ST,10 POPLAR ST
15127,15,LIVINGSTON,ST,15 LIVINGSTON ST,15 LIVINGSTON ST,15 LIVINGSTON ST
15128,87,PROSPECT,ST,87 PROSPECT ST,87 PROSPECT ST,87 PROSPECT ST
15129,84,POPLAR,ST,84 POPLAR ST,84 POPLAR ST,84 POPLAR ST
15130,NA,4 AVE AND 20 GOWANUS,AVE,4 AVE AND 20 GOWANUS AVE,4TH AVE AND 20 GOWANUS AVE,4TH AVE AND 20 GOWANUS AVE
15131,NA,UNION AND VANBRUNT,ST,UNION AND VANBRUNT ST,UNION AND VANBRUNT ST,UNION AND VANBRUNT ST
15132,NA,LIBERTY AND SPRAGUE PL AND YLRITE JAMES 70 WASHINGTON,PL,LIBERTY AND SPRAGUE PL AND YLRITE JAMES 70 WASHINGTON PL,LIBERTY AND SPRAGUE PL AND YLRITE JAMES 70TH WASHINGTON PL,LIBERTY AND SPRAGUE PL AND YLRITE JAMES 70TH WASHINGTON PL
15133,262,PEARL LYHITE JOHN T,ST,262 PEARL LYHITE JOHN T ST,262 PEARL LYHITE JOHN T ST,262 PEARL LYHITE JOHN T ST
15134,NA,WILLOUGHBY AND GOLD LYHITE N JOHN COLUMBIA FULTON,ST,WILLOUGHBY AND GOLD LYHITE N JOHN COLUMBIA FULTON ST,WILLOUGHBY AND GOLD LYHITE N JOHN COLUMBIA FULTON ST,WILLOUGHBY AND GOLD LYHITE N JOHN COLUMBIA FULTON ST
15135,106,YORK YYHITE JOHN 36 HUDSON AVE,AVE,106 YORK YYHITE JOHN 36 HUDSON AVE,106 YORK YYHITE JOHN 36TH HUDSON AVE,106 YORK YYHITE JOHN 36TH HUDSON AVE
15136,133,PROSPECT,ST,133 PROSPECT ST,133 PROSPECT ST,133 PROSPECT ST
15137,78,MIDDAGH,ST,78 MIDDAGH ST,78 MIDDAGH ST,78 MIDDAGH ST
15138,133,MYRTLE AVE,AVE,133 MYRTLE AVE,133 MYRTLE AVE,133 MYRTLE AVE
15139,NA,DOUGHTY AND COLUMBIA,ST,DOUGHTY AND COLUMBIA ST,DOUGHTY AND COLUMBIA ST,DOUGHTY AND COLUMBIA ST
15140,NA,WHITE AND KIRK SASH AND BLIND MAKERS LIVINGSTON AND BOND,ST,WHITE AND KIRK SASH AND BLIND MAKERS LIVINGSTON AND BOND ST,WHITE AND KIRK SASH AND BLIND MAKERS LIVINGSTON AND BOND ST,WHITE AND KIRK SASH AND BLIND MAKERS LIVINGSTON AND BOND ST
15141,155,FULTON,ST,155 FULTON ST,155 FULTON ST,155 FULTON ST
15142,NA,DEGRAW AND STRONG PL,ST,DEGRAW AND STRONG PL ST,DEGRAW AND STRONG PL ST,DEGRAW AND STRONG PL ST
15143,1,277 PEARL,ST,1 277 PEARL ST,1 277TH PEARL ST,1 277TH PEARL ST
15144,300,GOLD,ST,300 GOLD ST,300 GOLD ST,300 GOLD ST
15145,NA,PLYMOUTH AND HUDSON AVE,AVE,PLYMOUTH AND HUDSON AVE,PLYMOUTH AND HUDSON AVE,PLYMOUTH AND HUDSON AVE
15146,177,HENRY,ST,177 HENRY ST,177 HENRY ST,177 HENRY ST
15147,99,MYRTLE AVE,AVE,99 MYRTLE AVE,99 MYRTLE AVE,99 MYRTLE AVE
15148,NA,BOND AND LIVINGSTON,ST,BOND AND LIVINGSTON ST,BOND AND LIVINGSTON ST,BOND AND LIVINGSTON ST
15149,207,NASSAU,ST,207 NASSAU ST,207 NASSAU ST,207 NASSAU ST
15150,NA,ATLANTIC AND CLASSON AVE,AVE,ATLANTIC AND CLASSON AVE,ATLANTIC AND CLASSON AVE,ATLANTIC AND CLASSON AVE
15151,18,HARPER CT BARBARINE,CT,18 HARPER CT BARBARINE CT,18 HARPER CT BARBARINE CT,18 HARPER CT BARBARINE CT
15152,273,HIGH,ST,273 HIGH ST,273 HIGH ST,273 HIGH ST
15153,109,JOHNSON,ST,109 JOHNSON ST,109 JOHNSON ST,109 JOHNSON ST
15154,NA,CLINTON AND FULTON AVE,AVE,CLINTON AND FULTON AVE,CLINTON AND FULTON AVE,CLINTON AND FULTON AVE
15155,NA,STATE AND SMITH,ST,STATE AND SMITH ST,STATE AND SMITH ST,STATE AND SMITH ST
15156,238,FULTON WHITE WILLIAM 259 GOLD,ST,238 FULTON WHITE WILLIAM 259 GOLD ST,238 FULTON WHITE WILLIAM 259TH GOLD ST,238 FULTON WHITE WILLIAM 259TH GOLD ST
15157,140,WASHINGTON,ST,140 WASHINGTON ST,140 WASHINGTON ST,140 WASHINGTON ST
15158,116,WILLOUGHBY,ST,116 WILLOUGHBY ST,116 WILLOUGHBY ST,116 WILLOUGHBY ST
15159,NA,CLOVE RD CROW HL BEDFORD BROOKLYN IURECTORY,HL,CLOVE RD CROW HL BEDFORD BROOKLYN IURECTORY HL,CLOVE RD CROW HL BEDFORD BROOKLYN IURECTORY HL,CLOVE RD CROW HL BEDFORD BROOKLYN IURECTORY HL
15160,NA,M DLL CHAPEL,ST,M DLL CHAPEL ST,M DLL CHAPEL ST,M DLL CHAPEL ST
15161,11,CHAPEL,ST,11 CHAPEL ST,11 CHAPEL ST,11 CHAPEL ST
15162,82,FRONT,ST,82 FRONT ST,82 FRONT ST,82 FRONT ST
15163,62,ATLANTIC,ST,62 ATLANTIC ST,62 ATLANTIC ST,62 ATLANTIC ST
15164,NA,70REMSEIT,ST,70REMSEIT ST,70THREMSEIT ST,70THREMSEIT ST
15165,109,NASSAU,ST,109 NASSAU ST,109 NASSAU ST,109 NASSAU ST
15166,NA,ATLANTIC AND NAN,ST,ATLANTIC AND NAN ST,ATLANTIC AND NAN ST,ATLANTIC AND NAN ST
15167,105,SACKETT,ST,105 SACKETT ST,105 SACKETT ST,105 SACKETT ST
15168,NA,S FLOOD ALY FURMAN,ALY,S FLOOD ALY FURMAN ALY,S FLOOD ALY FURMAN ALY,S FLOOD ALY FURMAN ALY
15169,317,BRG,ST,317 BRG ST,317 BRG ST,317 BRG ST
15170,NA,BRG AND FRONT,ST,BRG AND FRONT ST,BRG AND FRONT ST,BRG AND FRONT ST
15171,NA,BRG AND FRONT,ST,BRG AND FRONT ST,BRG AND FRONT ST,BRG AND FRONT ST
15172,NA,FRANKLIN U MYRTLE AVE,AVE,FRANKLIN U MYRTLE AVE,FRANKLIN U MYRTLE AVE,FRANKLIN U MYRTLE AVE
15173,108,FULTON,ST,108 FULTON ST,108 FULTON ST,108 FULTON ST
15174,42,PACIFIC,ST,42 PACIFIC ST,42 PACIFIC ST,42 PACIFIC ST
15175,199,WASHINGTON,ST,199 WASHINGTON ST,199 WASHINGTON ST,199 WASHINGTON ST
15176,NA,FRANKLIN AND MYRTLE A,ST,FRANKLIN AND MYRTLE A ST,FRANKLIN AND MYRTLE A ST,FRANKLIN AND MYRTLE A ST
15177,NA,PARK AVE AND CUMBERLAND,AVE,PARK AVE AND CUMBERLAND AVE,PARK AVE AND CUMBERLAND AVE,PARK AVE AND CUMBERLAND AVE
15178,103,SANDS,ST,103 SANDS ST,103 SANDS ST,103 SANDS ST
15179,111,NAVY,ST,111 NAVY ST,111 NAVY ST,111 NAVY ST
15180,106,MYRTLE AVE,AVE,106 MYRTLE AVE,106 MYRTLE AVE,106 MYRTLE AVE
15181,106,MYRTLE AVE,AVE,106 MYRTLE AVE,106 MYRTLE AVE,106 MYRTLE AVE
15182,NA,PARK AND MYRTLE AVE,AVE,PARK AND MYRTLE AVE,PARK AND MYRTLE AVE,PARK AND MYRTLE AVE
15183,NA,BERGEN AND POWERS,ST,BERGEN AND POWERS ST,BERGEN AND POWERS ST,BERGEN AND POWERS ST
15184,167,CONCORD,ST,167 CONCORD ST,167 CONCORD ST,167 CONCORD ST
15185,NA,WOL COTT RED HOOK,ST,WOL COTT RED HOOK ST,WOL COTT RED HOOK ST,WOL COTT RED HOOK ST
15186,189,ADAMS,ST,189 ADAMS ST,189 ADAMS ST,189 ADAMS ST
15187,33,HENRY,ST,33 HENRY ST,33 HENRY ST,33 HENRY ST
15188,NA,3S2 GOLD,ST,3S2 GOLD ST,3RDS2 GOLD ST,3RDS2 GOLD ST
15189,48,PROUT,ST,48 PROUT ST,48 PROUT ST,48 PROUT ST
15190,NA,G SANDS,ST,G SANDS ST,G SANDS ST,G SANDS ST
15191,NA,HICKS AND SACKETT,ST,HICKS AND SACKETT ST,HICKS AND SACKETT ST,HICKS AND SACKETT ST
15192,50,PROSPECT,ST,50 PROSPECT ST,50 PROSPECT ST,50 PROSPECT ST
15193,150,ATLANTIC,ST,150 ATLANTIC ST,150 ATLANTIC ST,150 ATLANTIC ST
15194,NA,DEGRAW AND HENRY,ST,DEGRAW AND HENRY ST,DEGRAW AND HENRY ST,DEGRAW AND HENRY ST
15195,53,HICKS,ST,53 HICKS ST,53 HICKS ST,53 HICKS ST
15196,16,S HART ALY,ALY,16 S HART ALY,16 S HART ALY,16 S HART ALY
15197,61,WYCKOFF,ST,61 WYCKOFF ST,61 WYCKOFF ST,61 WYCKOFF ST
15198,7,LAWRENCE 3S5,ST,7 LAWRENCE 3S5 ST,7 LAWRENCE 3RDS5 ST,7 LAWRENCE 3RDS5 ST
15199,20,FULTON,ST,20 FULTON ST,20 FULTON ST,20 FULTON ST
15200,2,LIVINGSTON,ST,2 LIVINGSTON ST,2 LIVINGSTON ST,2 LIVINGSTON ST
15201,153,PROSPECT,ST,153 PROSPECT ST,153 PROSPECT ST,153 PROSPECT ST
15202,125,TILLARY,ST,125 TILLARY ST,125 TILLARY ST,125 TILLARY ST
15203,16,HARPER CT JAY,CT,16 HARPER CT JAY CT,16 HARPER CT JAY CT,16 HARPER CT JAY CT
15204,NA,HAMILTON AVE AND COUIT,AVE,HAMILTON AVE AND COUIT AVE,HAMILTON AVE AND COUIT AVE,HAMILTON AVE AND COUIT AVE
15205,99,PROSPECT,ST,99 PROSPECT ST,99 PROSPECT ST,99 PROSPECT ST
15206,245,GOLD,ST,245 GOLD ST,245 GOLD ST,245 GOLD ST
15207,112,JAY,ST,112 JAY ST,112 JAY ST,112 JAY ST
15208,103,HICKS,ST,103 HICKS ST,103 HICKS ST,103 HICKS ST
15209,142,STATE,ST,142 STATE ST,142 STATE ST,142 STATE ST
15210,7,GARRISON WHOLLAHAN WILLIAM,ST,7 GARRISON WHOLLAHAN WILLIAM ST,7 GARRISON WHOLLAHAN WILLIAM ST,7 GARRISON WHOLLAHAN WILLIAM ST
15211,NA,PL,ST,PL ST,PL ST,PL ST
15212,64,HICKS,ST,64 HICKS ST,64 HICKS ST,64 HICKS ST
15213,10,HUDSON AVE,AVE,10 HUDSON AVE,10 HUDSON AVE,10 HUDSON AVE
15214,227,HICKS,ST,227 HICKS ST,227 HICKS ST,227 HICKS ST
15215,NA,PACIFIC AND SMITH,ST,PACIFIC AND SMITH ST,PACIFIC AND SMITH ST,PACIFIC AND SMITH ST
15216,31,MONROE PL,PL,31 MONROE PL,31 MONROE PL,31 MONROE PL
15217,151,FULTON,ST,151 FULTON ST,151 FULTON ST,151 FULTON ST
15218,219,PEARL WIEDERHOLDT ELEANOR 37 TILLARY,ST,219 PEARL WIEDERHOLDT ELEANOR 37 TILLARY ST,219 PEARL WIEDERHOLDT ELEANOR 37TH TILLARY ST,219 PEARL WIEDERHOLDT ELEANOR 37TH TILLARY ST
15219,NA,FULTON AVE AND DUFFIELD,AVE,FULTON AVE AND DUFFIELD AVE,FULTON AVE AND DUFFIELD AVE,FULTON AVE AND DUFFIELD AVE
15220,8,MYRTLE AVE,AVE,8 MYRTLE AVE,8 MYRTLE AVE,8 MYRTLE AVE
15221,163,JOHNSON,ST,163 JOHNSON ST,163 JOHNSON ST,163 JOHNSON ST
15222,NA,WIDOW TAILORCSS 28 STANTON,ST,WIDOW TAILORCSS 28 STANTON ST,WIDOW TAILORCSS 28TH STANTON ST,WIDOW TAILORCSS 28TH STANTON ST
15223,NA,WILLOW AND PACIFIC,ST,WILLOW AND PACIFIC ST,WILLOW AND PACIFIC ST,WILLOW AND PACIFIC ST
15224,77,N LIVINGSTON BOERUM AVE IGGINS YYILLIAM FULTON AVE,AVE,77 N LIVINGSTON BOERUM AVE IGGINS YYILLIAM FULTON AVE,77 N LIVINGSTON BOERUM AVE IGGINS YYILLIAM FULTON AVE,77 N LIVINGSTON BOERUM AVE IGGINS YYILLIAM FULTON AVE
15225,97,WASHIIIGTON,ST,97 WASHIIIGTON ST,97 WASHIIIGTON ST,97 WASHIIIGTON ST
15226,135,NASSAU,ST,135 NASSAU ST,135 NASSAU ST,135 NASSAU ST
15227,NA,PRINCE AND TILLARY,ST,PRINCE AND TILLARY ST,PRINCE AND TILLARY ST,PRINCE AND TILLARY ST
15228,262,WASHINGTON,ST,262 WASHINGTON ST,262 WASHINGTON ST,262 WASHINGTON ST
15229,99,ADAMS,ST,99 ADAMS ST,99 ADAMS ST,99 ADAMS ST
15230,271,FULTON,ST,271 FULTON ST,271 FULTON ST,271 FULTON ST
15231,60,BALTIC,ST,60 BALTIC ST,60 BALTIC ST,60 BALTIC ST
15232,58,SCHERMERHORN,ST,58 SCHERMERHORN ST,58 SCHERMERHORN ST,58 SCHERMERHORN ST
15233,NA,BAY HAMILTON AVE AND THE BRG,AVE,BAY HAMILTON AVE AND THE BRG AVE,BAY HAMILTON AVE AND THE BRG AVE,BAY HAMILTON AVE AND THE BRG AVE
15234,NA,SMITH AND BERGEN 386 BROOKLYN DIRECTORY,ST,SMITH AND BERGEN 386 BROOKLYN DIRECTORY ST,SMITH AND BERGEN 386TH BROOKLYN DIRECTORY ST,SMITH AND BERGEN 386TH BROOKLYN DIRECTORY ST
15235,51,FULTON,ST,51 FULTON ST,51 FULTON ST,51 FULTON ST
15236,35,JOHNSON,ST,35 JOHNSON ST,35 JOHNSON ST,35 JOHNSON ST
15237,281,HUDSON AVE,AVE,281 HUDSON AVE,281 HUDSON AVE,281 HUDSON AVE
15238,235,BRG,ST,235 BRG ST,235 BRG ST,235 BRG ST
15239,16,TALMAN,ST,16 TALMAN ST,16 TALMAN ST,16 TALMAN ST
15240,NA,DOUGLASS AND SMITH,ST,DOUGLASS AND SMITH ST,DOUGLASS AND SMITH ST,DOUGLASS AND SMITH ST
15241,27,UNION U CT,CT,27 UNION U CT,27 UNION U CT,27 UNION U CT
15242,NA,S U HOSPITAL CLASSON AND MYRTLE AVE,AVE,S U HOSPITAL CLASSON AND MYRTLE AVE,S U HOSPITAL CLASSON AND MYRTLE AVE,S U HOSPITAL CLASSON AND MYRTLE AVE
15243,NA,NAVY AND BOLIVAR,ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST
15244,23,BALTIC,ST,23 BALTIC ST,23 BALTIC ST,23 BALTIC ST
15245,16,BUTLER,ST,16 BUTLER ST,16 BUTLER ST,16 BUTLER ST
15246,43,WILLOW,ST,43 WILLOW ST,43 WILLOW ST,43 WILLOW ST
15247,NA,DEAN AND CT,CT,DEAN AND CT,DEAN AND CT,DEAN AND CT
15248,NA,VANBRUNT OP ATLANTIC DOCK,ST,VANBRUNT OP ATLANTIC DOCK ST,VANBRUNT OP ATLANTIC DOCK ST,VANBRUNT OP ATLANTIC DOCK ST
15249,214,MYRTLE AVE,AVE,214 MYRTLE AVE,214 MYRTLE AVE,214 MYRTLE AVE
15250,NA,VANDERBILT AND MYRTLE AVE,AVE,VANDERBILT AND MYRTLE AVE,VANDERBILT AND MYRTLE AVE,VANDERBILT AND MYRTLE AVE
15251,NA,S CLARK,ST,S CLARK ST,S CLARK ST,S CLARK ST
15252,NA,SACKETT AND COLUMBIA,ST,SACKETT AND COLUMBIA ST,SACKETT AND COLUMBIA ST,SACKETT AND COLUMBIA ST
