Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
170 Fulton h 22 Prospect,Assume,170 FULTON H 22 PROSPECT,170,FULTON H 22 PROSPECT,,,,,,h in between,22,PROSPECT,,,H,,,,,170,FULTON,,,,,,,
North american ins Co. office 51 Fulton h Red Hook place n Fulton,Assume,NORTH AMERICAN INS CO. OFFICE 51 FULTON H RED HOOK PLACE N FULTON,,,NORTH AMERICAN INS CO. OFFICE 51 FULTON H RED HOOK PLACE N FULTON,,,,,h in between,,FULTON,RED HOOK,,PLACE N,,,,,,FULTON,,,,,,NORTH AMERICAN INS CO. OFFICE 51,
"boot and shoemaker , N Y h 52 Hicks",Assume,"BOOT AND SHOEMAKER , N Y H 52 HICKS",,,"BOOT AND SHOEMAKER , N Y H 52 HICKS",,,,,h in between,52,HICKS,,,H,,,,,,,,,,,,"BOOT AND SHOEMAKER , N Y",
KingÃ¢ÂÂs county Mutual Insurance Co 42 Fulton h 12 Liberty,Assume,KINGÃÂÂS COUNTY MUTUAL INSURANCE CO 42 FULTON H 12 LIBERTY,,,KINGÃ¢ÂÂS COUNTY MUTUAL INSURANCE CO 42 FULTON H 12 LIBERTY,,,,,h in between,12,LIBERTY,,,H,,,,,,FULTON,,,,L I,,KINGÃÂÂS COUNTY MUTUANSURANCE CO 42,
imprÃ¢ÂÂt 25 North William N Y h 54 Prospect,Assume,IMPRÃÂÂT 25 NORTH WILLIAM N Y H 54 PROSPECT,25,NORTH WILLIAM N Y H 54 PROSPECT,,,,,,h in between,54,PROSPECT,,,H,,,,,25,WILLIAM,,,,,,IMPRÃÂÂT  NORTH  N Y,
15 Gold N Y h S6 Clinton,Assume,15 GOLD N Y H S6 CLINTON,15,GOLD N Y H S6 CLINTON,,,,,,h in between,,CLINTON,,,S6,,,,,15,GOLD,,,,,,N Y,
64 Broadway N Y h Clinton c Baltic,Assume,64 BROADWAY N Y H CLINTON C BALTIC,64,BROADWAY N Y H CLINTON C BALTIC,,,,,,h in between,,CLINTON,,,C BALTIC,,,,,64,BROADWAY,,,,,,N Y,
Bank of Commerce NS h 263 Bridge,Assume,BANK OF COMMERCE NS H 263 BRIDGE,,,BANK OF COMMERCE NS H 263 BRIDGE,,,,,h in between,263,RIDGE,,,B,,,,,,COMMERCE,,,,,,BANK OF  NS,
133 Myrtle av h 77 Prince,Assume,133 MYRTLE AV H 77 PRINCE,133,MYRTLE AV H 77 PRINCE,,,,,,h in between,77,PRINCE,,,H,,,,,,133,,,,,,MYRTLE AV,
29 Fulton h 21 Poplar,Assume,29 FULTON H 21 POPLAR,29,FULTON H 21 POPLAR,,,,,,h in between,21,POPLAR,,,H,,,,,29,FULTON,,,,,,,
Broadway & Fulton N Y7 h 73 High,Assume,BROADWAY & FULTON N Y7 H 73 HIGH,,,BROADWAY & FULTON N Y7 H 73 HIGH,,,,,h in between,73,HIGH,,,H,,,,,,BROADWAY,,,,,FULTON,&  N Y7,
N Y h Adelphi n Myrtle av,Assume,N Y H ADELPHI N MYRTLE AV,,,N Y H ADELPHI N MYRTLE AV,,,,,h in between,,ADELPHI,,,N MYRTLE AV,,,,,,,,,,,,N Y,
Fulton c Pineapple and oyster saloon 109 Pineapple h 201 Fulton,Assume,FULTON C PINEAPPLE AND OYSTER SALOON 109 PINEAPPLE H 201 FULTON,,,FULTON C PINEAPPLE AND OYSTER SALOON 109 PINEAPPLE H 201 FULTON,,,,,h in between,201,FULTON,,,H,,,,,,PINEAPPLE,,,,,FULTON,C  AND OYSTER SALOON 109,
Catherine ferry h 92 Jay c,Assume,CATHERINE FERRY H 92 JAY C,,,CATHERINE FERRY H 92 JAY C,,,,,h in between,92,JAY,,,C,,,,,,FERRY,,,,ERIN,,CATHE,
10 Front N Y h 58 Pacific,Assume,10 FRONT N Y H 58 PACIFIC,10,FRONT N Y H 58 PACIFIC,,,,,,h in between,58,PACIFIC,,,H,,,,,10,FRONT,,,,,,N Y,
N Y h 18 Willow place,Assume,N Y H 18 WILLOW PLACE,,,N Y H 18 WILLOW PLACE,,,,,h in between,18,WILLOW PL,,,ACE,,,,,,,,,,,,N Y,
"160 Orchard NYh 196 High Yrernon Samuel , 90 John I*' Y h 30 Myrtle av",Assume,"160 ORCHARD NYH 196 HIGH YRERNON SAMUEL , 90 JOHN I*' Y H 30 MYRTLE AV",160,"ORCHARD NYH 196 HIGH YRERNON SAMUEL , 90 JOHN I*' Y H 30 MYRTLE AV",,,,,,h in between,,30,,,MYRTLE AV,,,,,160,ORCHARD,,,,NY,,"H 196 HIGH YRERNON SAMUEL , 90 JOHN I*' Y",
"90 John N Y h 30 Myrtle av Yrerplank Abraham , 193 Clinton 3 Harrison",Assume,"90 JOHN N Y H 30 MYRTLE AV YRERPLANK ABRAHAM , 193 CLINTON 3 HARRISON",90,"JOHN N Y H 30 MYRTLE AV YRERPLANK ABRAHAM , 193 CLINTON 3 HARRISON",,,,,,h in between,30,CLINTON,HARRIS,,"MYRTLE AV YRERPLANK ABRAHAM , 193  3 ON",,,,,90,JOHN,,,,,,N Y,
9 South William N Yr h 175 Henry,Assume,9 SOUTH WILLIAM N YR H 175 HENRY,9,SOUTH WILLIAM N YR H 175 HENRY,,,,,,h in between,175,HENRY,,,H,,,,,9,WILLIAM,,,,,,SOUTH  N YR,
mer. 6L Liberty N Y h 36 Garden,Assume,MER. 6L LIBERTY N Y H 36 GARDEN,,,MER. 6L LIBERTY N Y H 36 GARDEN,,,,,h in between,36,GARDEN,,,H,,,,,,LIBERTY,,,,,,MER. 6L  N Y,
104 Fulton h 37 Prospect,Assume,104 FULTON H 37 PROSPECT,104,FULTON H 37 PROSPECT,,,,,,h in between,37,PROSPECT,,,H,,,,,104,FULTON,,,,,,,
391 Atlantic h,Assume,391 ATLANTIC H,391,ATLANTIC H,,,,,,h in between,,,,,H,,,,,391,ATLANTIC,,,,,,,
73 Hudson av h 284 Jay,Assume,73 HUDSON AV H 284 JAY,73,HUDSON AV H 284 JAY,,,,,,h in between,284,JAY,,,H,,,,,73,HUDSON,,,,,,AV,
"165 Fulton h 271 Pearl Y'oorhees Jeremiah , counsellor at law and commissioner of",Assume,"165 FULTON H 271 PEARL Y'OORHEES JEREMIAH , COUNSELLOR AT LAW AND COMMISSIONER OF",165,"FULTON H 271 PEARL Y'OORHEES JEREMIAH , COUNSELLOR AT LAW AND COMMISSIONER OF",,,,,,h in between,271,PEARL,,,"Y'OORHEES JEREMIA, COUNSELLOR AT LAW AND COMMISSIONER OF",,,,,165,FULTON,,,,,,,
accountant and commissioner of deeds 43 Fulton h 204 Pearl,Assume,ACCOUNTANT AND COMMISSIONER OF DEEDS 43 FULTON H 204 PEARL,,,ACCOUNTANT AND COMMISSIONER OF DEEDS 43 FULTON H 204 PEARL,,,,,h in between,204,PEARL,,,H,,,,,,FULTON,,,,,,ACCOUNTANT AND COMMISSIONER OF DEEDS 43,
Brooklyn Eagle 30 Ful ton h 148 Hicks,Assume,BROOKLYN EAGLE 30 FUL TON H 148 HICKS,,,BROOKLYN EAGLE 30 FUL TON H 148 HICKS,,,,,h in between,148,HICKS,,,H,,,,,30,EAGLE,,,,BROOKLYN,,FUL TON,
N Y h 37 Johnson,Assume,N Y H 37 JOHNSON,,,N Y H 37 JOHNSON,,,,,h in between,37,JOHNSON,,,H,,,,,,,,,,,,N Y,
14 Cedar N Y h 336 Atlantic,Assume,14 CEDAR N Y H 336 ATLANTIC,14,CEDAR N Y H 336 ATLANTIC,,,,,,h in between,336,ATLANTIC,,,H,,,,,14,CEDAR,,,,,,N Y,
112 Front N Y h Lawrence n Willoughby,Assume,112 FRONT N Y H LAWRENCE N WILLOUGHBY,112,FRONT N Y H LAWRENCE N WILLOUGHBY,,,,,,h in between,,WILLOUGHBY,,,LAWRENCE N,,,,,112,FRONT,,,,,,N Y,
112 Pearl N Y h 35 Butler,Assume,112 PEARL N Y H 35 BUTLER,112,PEARL N Y H 35 BUTLER,,,,,,h in between,35,BUTLER,,,H,,,,,112,PEARL,,,,,,N Y,
43 Fulton c Front h 290 Henry,Assume,43 FULTON C FRONT H 290 HENRY,43,FULTON C FRONT H 290 HENRY,,,,,,h in between,290,HENRY,,,H,,,,,43,FULTON,,,,,,C FRONT,
S3 Myrtle av h Fulton av op Bridge,Assume,S3 MYRTLE AV H FULTON AV OP BRIDGE,,,S3 MYRTLE AV H FULTON AV OP BRIDGE,,,,,h in between,,FULTON,,,AV OP BRIDGE,,,,,,3,,,,,,S MYRTLE AV,
"gold pen maker , N Y h 88 Duffield",Assume,"GOLD PEN MAKER , N Y H 88 DUFFIELD",,,"GOLD PEN MAKER , N Y H 88 DUFFIELD",,,,,h in between,88,DUFFIELD,,,H,,,,,,GOLD,,,,,,"PEN MAKER , N Y",
South Presbyterian Church h 133 Atlantic,Assume,SOUTH PRESBYTERIAN CHURCH H 133 ATLANTIC,,,SOUTH PRESBYTERIAN CHURCH H 133 ATLANTIC,,,,,h in between,133,ATLANTIC,,,H,,,,,,CHURCH,,,,,,SOUTH PRESBYTERIAN,
N YÃ¢ÂÂ h 126 Hicks,Assume,N YÃÂÂ H 126 HICKS,,,N YÃ¢ÂÂ H 126 HICKS,,,,,h in between,126,HICKS,,,H,,,,,,,,,,,,N YÃÂÂ,
130 Atlantic h 12 Degraw,Assume,130 ATLANTIC H 12 DEGRAW,130,ATLANTIC H 12 DEGRAW,,,,,,h in between,12,DEGRAW,,,H,,,,,130,ATLANTIC,,,,,,,
Brooklyn market h 36 Talman,Assume,BROOKLYN MARKET H 36 TALMAN,,,BROOKLYN MARKET H 36 TALMAN,,,,,h in between,,36,ALMA,,TN,,,,,,MARKET,,,,BROOKLYN,,,
N Y h 108 Sands,Assume,N Y H 108 SANDS,,,N Y H 108 SANDS,,,,,h in between,108,SANDS,,,H,,,,,,,,,,,,N Y,
Fulton Market N Y h 65 Johnson,Assume,FULTON MARKET N Y H 65 JOHNSON,,,FULTON MARKET N Y H 65 JOHNSON,,,,,h in between,65,JOHNSON,,,H,,,,,,FULTON MARKET,,,,,,N Y,
Howard and Mercer st N Y h 66 Atlantic,Assume,HOWARD AND MERCER ST N Y H 66 ATLANTIC,,,HOWARD AND MERCER ST N Y H 66 ATLANTIC,,,,,h in between,66,ATLANTIC,,,H,,,,,,HOWARD,,,,,MERCER,AND  ST N Y,
5 Liberty N Y h 2 Johnson,Assume,5 LIBERTY N Y H 2 JOHNSON,5,LIBERTY N Y H 2 JOHNSON,,,,,,h in between,2,JOHNSON,,,H,,,,,5,LIBERTY,,,,,,N Y,
29 Moore st N Y h 45 Dean,Assume,29 MOORE ST N Y H 45 DEAN,29,MOORE ST N Y H 45 DEAN,,,,,,h in between,45,DEAN,,,H,,,,,29,MOORE,,,,,,ST N Y,
71 Wall st N Y h 122 Columbia,Assume,71 WALL ST N Y H 122 COLUMBIA,71,WALL ST N Y H 122 COLUMBIA,,,,,,h in between,122,COLUMBIA,,,H,,,,,71,WALL,,,,,,ST N Y,
Adams c John h 6S,Assume,ADAMS C JOHN H 6S,,,ADAMS C JOHN H 6S,,,,,h in between,,6,,,S,,,,,,ADAMS,,,,,,C JOHN,
14 Atlantic h 100 Sackett,Assume,14 ATLANTIC H 100 SACKETT,14,ATLANTIC H 100 SACKETT,,,,,,h in between,100,SACKETT,,,H,,,,,14,ATLANTIC,,,,,,,
66 Beaver N Y h Bedford,Assume,66 BEAVER N Y H BEDFORD,66,BEAVER N Y H BEDFORD,,,,,,h in between,,BEDFORD,,,H,,,,,66,BEAVER,,,,,,N Y,
N Y h 147 Henry,Assume,N Y H 147 HENRY,,,N Y H 147 HENRY,,,,,h in between,147,HENRY,,,H,,,,,,,,,,,,N Y,
"N Y h 198 Front YValcli Thaddeus,27 South N Y h 373 Atlantic",Assume,27 SOUTH N Y H 373 ATLANTIC,27,SOUTH N Y H 373 ATLANTIC,,N Y h 198 Front YValcli Thaddeus,,,N Y h 198 Front YValcli Thaddeus,h in between,373,ATLANTIC,,,H,,,,,,27,,,,,,SOUTH N Y,
U S warehouse superintendent C H h Atlantic n Powers,Assume,U S WAREHOUSE SUPERINTENDENT C H H ATLANTIC N POWERS,,,U S WAREHOUSE SUPERINTENDENT C H H ATLANTIC N POWERS,,,,,h in between,,ATLANTIC,,,N POWERS,,,,,,,,,,ERIN,,U S WAREHOUSE SUPTENDENT C,
N Y and Brooklyn white lead and paint mills 13 Water office 180 Front N Y h 22 Willow,Assume,N Y AND BROOKLYN WHITE LEAD AND PAINT MILLS 13 WATER OFFICE 180 FRONT N Y H 22 WILLOW,,,N Y AND BROOKLYN WHITE LEAD AND PAINT MILLS 13 WATER OFFICE 180 FRONT N Y H 22 WILLOW,,,,,h in between,22,WILLOW,,,H,,,,,,FRONT,,,,BROOKLYN,,N Y AND  WHITE LEAD AND PAINT MILLS 13 WATER OFFICE 180  N Y,
Fulton c Henry h 386 Hudson av,Assume,FULTON C HENRY H 386 HUDSON AV,,,FULTON C HENRY H 386 HUDSON AV,,,,,h in between,386,HUDSON,,,AV,,,,,,FULTON,,,,,,C HENRY,
N Y h 79 Pineapple,Assume,N Y H 79 PINEAPPLE,,,N Y H 79 PINEAPPLE,,,,,h in between,79,PINEAPPLE,,,H,,,,,,,,,,,,N Y,
medicine manufÃ¢ÂÂr 36 Fulton h SS Prince,Assume,MEDICINE MANUFÃÂÂR 36 FULTON H SS PRINCE,,,MEDICINE MANUFÃ¢ÂÂR 36 FULTON H SS PRINCE,,,,,h in between,,PRINCE,,,SS,,,,,,FULTON,,,,,,MEDICINE MANUFÃÂÂR 36,
11 Front N Y h 9 Schermerhorn,Assume,11 FRONT N Y H 9 SCHERMERHORN,11,FRONT N Y H 9 SCHERMERHORN,,,,,,h in between,9,SCHERMERHORN,,,H,,,,,11,FRONT,,,,,,N Y,
BrantÃ¢ÂÂs medicine manufactory 36 Fulton h Adams n John,Assume,BRANTÃÂÂS MEDICINE MANUFACTORY 36 FULTON H ADAMS N JOHN,,,BRANTÃ¢ÂÂS MEDICINE MANUFACTORY 36 FULTON H ADAMS N JOHN,,,,,h in between,,ADAMS,,,N JOHN,,,,,,FULTON,,,,,,BRANTÃÂÂS MEDICINE MANUFACTORY 36,
36 Fulton h S Johnson,Assume,36 FULTON H S JOHNSON,36,FULTON H S JOHNSON,,,,,,h in between,,JOHNSON,,,S,,,,,36,FULTON,,,,,,,
mer. N Y h Smith n Livingston,Assume,MER. N Y H SMITH N LIVINGSTON,,,MER. N Y H SMITH N LIVINGSTON,,,,,h in between,,LIVINGSTON,,,SMITN,,,,,,,,,,,,MER. N Y,
feed store 92 Myrtle av h 120 Duffield,Assume,FEED STORE 92 MYRTLE AV H 120 DUFFIELD,,,FEED STORE 92 MYRTLE AV H 120 DUFFIELD,,,,,h in between,120,DUFFIELD,,,H,,,,,,E 92,,,,,,FEED STOR MYRTLE AV,
87 Wall N Y h 156 Front,Assume,87 WALL N Y H 156 FRONT,87,WALL N Y H 156 FRONT,,,,,,h in between,156,FRONT,,,H,,,,,87,WALL,,,,,,N Y,
Brooklyn art union h 222 Fulton,Assume,BROOKLYN ART UNION H 222 FULTON,,,BROOKLYN ART UNION H 222 FULTON,,,,,h in between,222,FULTON,,,H,,,,,,UNION,,,,BROOKLYN,,ART,
Fulton hotel 89 South stNY h 49 Willow,Assume,FULTON HOTEL 89 SOUTH STNY H 49 WILLOW,,,FULTON HOTEL 89 SOUTH STNY H 49 WILLOW,,,,,h in between,49,WILLOW,,,H,,,,,,FULTON,,,,NY,,HOTEL 89 SOUTH ST,
18 Broad st N Y h SO Adams,Assume,18 BROAD ST N Y H SO ADAMS,18,BROAD ST N Y H SO ADAMS,,,,,,h in between,,ADAMS,,,SO,,,,,18,BROAD,,,,,,ST N Y,
Myrtle c Classon av h Flushing,Assume,MYRTLE C CLASSON AV H FLUSHING,,,MYRTLE C CLASSON AV H FLUSHING,,,,,h in between,,,FLUSHING,,H,,,,,,,,,,,,MYRTLE C CLASSON AV,
96 Front N Y h 94 Henry c Clark,Assume,96 FRONT N Y H 94 HENRY C CLARK,96,FRONT N Y H 94 HENRY C CLARK,,,,,,h in between,94,HENRY,,,C CLARK,,,,,96,FRONT,,,,,,N Y,
N Y h 68 Willow,Assume,N Y H 68 WILLOW,,,N Y H 68 WILLOW,,,,,h in between,68,WILLOW,,,H,,,,,,,,,,,,N Y,
299 Fulton h 1 Collonnade row Columbia,Assume,299 FULTON H 1 COLLONNADE ROW COLUMBIA,299,FULTON H 1 COLLONNADE ROW COLUMBIA,,,,,,h in between,1,COLUMBIA,,,COLLONNADE ROW,,,,,299,FULTON,,,,,,,
Brooklyn Spice Mills 48 Fulton h 42 York,Assume,BROOKLYN SPICE MILLS 48 FULTON H 42 YORK,,,BROOKLYN SPICE MILLS 48 FULTON H 42 YORK,,,,,h in between,42,YORK,,,H,,,,,,FULTON,,,,BROOKLYN,,SPICE MILLS 48,
44 and 46 Broad N Y h 123 Henry,Assume,44 AND 46 BROAD N Y H 123 HENRY,44,AND 46 BROAD N Y H 123 HENRY,,,,,,h in between,123,HENRY,,,H,,,,,44,BROAD,,,,,,AND 46  N Y,
8 Clinton h 6 Fair Vine,Assume,8 CLINTON H 6 FAIR VINE,8,CLINTON H 6 FAIR VINE,,,,,,h in between,6,FAIR,,,VINE,,,,,8,CLINTON,,,,,,,
"Fulton market N Y h 13 YVaterhouse , Linn & Co , lumber mer. Columbia c Baltic",Assume,"FULTON MARKET N Y H 13 YVATERHOUSE , LINN & CO , LUMBER MER. COLUMBIA C BALTIC",,,"FULTON MARKET N Y H 13 YVATERHOUSE , LINN & CO , LUMBER MER. COLUMBIA C BALTIC",,,,,h in between,13,COLUMBIA,,,"YVATERHOUSE , LINN & CO , LUMBER MER.  C BALTIC",,,,,,FULTON MARKET,,,,,,N Y,
"lumber yard foot of , Baltic h 105 Henry Matson James L,95 Myrtle av",Assume, BALTIC H 105 HENRY MATSON JAMES L 95 MYRTLE AV,,,BALTIC H 105 HENRY MATSON JAMES L 95 MYRTLE AV,"lumber yard foot of , Baltic h 105 Henry Matson James L",,,"lumber yard foot of , Baltic h 105 Henry Matson James L",h in between,105,JAMES,,,HENRY MATSON  L 95 MYRTLE AV,,,,,,BALTIC,,,,,,,
61 William N Y h 2 Clark],Assume,61 WILLIAM N Y H 2 CLARK],61,WILLIAM N Y H 2 CLARK],,,,,,h in between,2,CLARK,,,],,,,,61,WILLIAM,,,,,,N Y,
Furman st h 108 Schermerhorn n Bond,Assume,FURMAN ST H 108 SCHERMERHORN N BOND,,,FURMAN ST H 108 SCHERMERHORN N BOND,,,,,h in between,108,SCHERMERHORN,,,N BOND,,,,,,FURMAN,,,,,,ST,
112 York h 25 Talman,Assume,112 YORK H 25 TALMAN,112,YORK H 25 TALMAN,,,,,,h in between,,25,ALMA,,TN,,,,,112,YORK,,,,,,,
329 Gold h Willoughby st and Fulton av,Assume,329 GOLD H WILLOUGHBY ST AND FULTON AV,329,GOLD H WILLOUGHBY ST AND FULTON AV,,,,,,h in between,,WILLOUGHBY,,FULTON,ST AND  AV,,,,,329,GOLD,,,,,,,
105 Nassau h 53 Willoughby,Assume,105 NASSAU H 53 WILLOUGHBY,105,NASSAU H 53 WILLOUGHBY,,,,,,h in between,53,WILLOUGHBY,,,H,,,,,105,NASSAU,,,,,,,
St Georges & British protective societies office 86 Greenwich N Y h Oxford st n Allantic av,Assume,ST GEORGES & BRITISH PROTECTIVE SOCIETIES OFFICE 86 GREENWICH N Y H OXFORD ST N ALLANTIC AV,,,ST GEORGES & BRITISH PROTECTIVE SOCIETIES OFFICE 86 GREENWICH N Y H OXFORD ST N ALLANTIC AV,,,,,h in between,,OXFORD,,,ST N ALLANTIC AV,,,,,,GREENWICH,,,,,,ST GEORGES & BRITISH PROTECTIVE SOCIETIES OFFICE 86  N Y,
PrintersÃ¢ÂÂ furnishing warehouse 18 Dutch st NY h 247 Bridge,Assume,PRINTERSÃÂÂ FURNISHING WAREHOUSE 18 DUTCH ST NY H 247 BRIDGE,,,PRINTERSÃ¢ÂÂ FURNISHING WAREHOUSE 18 DUTCH ST NY H 247 BRIDGE,,,,,h in between,247,RIDGE,,,B,,,,,,DUTCH,,,,NY,,PRINTERSÃÂÂ FURNISHING WAREHOUSE 18  ST,
85 Fultun h 214 Adams,Assume,85 FULTUN H 214 ADAMS,85,FULTUN H 214 ADAMS,,,,,,h in between,214,ADAMS,,,H,,,,,,85,,,,,,FULTUN,
Court b Pacific and Amity h 19.5 Myrtle av,Assume,COURT B PACIFIC AND AMITY H 19.5 MYRTLE AV,,,COURT B PACIFIC AND AMITY H 19.5 MYRTLE AV,,,,,h in between,,195,,,19 MYRTLE AV,,,,19.5,,PACIFIC,,,,,,COURT B  AND AMITY,
N YÃ¢ÂÂ h 119 Henry,Assume,N YÃÂÂ H 119 HENRY,,,N YÃ¢ÂÂ H 119 HENRY,,,,,h in between,119,HENRY,,,H,,,,,,,,,,,,N YÃÂÂ,
238 Fulton h N Y,Assume,238 FULTON H N Y,238,FULTON H N Y,,,,,,h in between,,,,,N Y,,,,,238,FULTON,,,,,,,
"inspector of timber and lumber c , Delancy and Mangin NY h 11.5 Nassau",Assume,"INSPECTOR OF TIMBER AND LUMBER C , DELANCY AND MANGIN NY H 11.5 NASSAU",,,"INSPECTOR OF TIMBER AND LUMBER C , DELANCY AND MANGIN NY H 11.5 NASSAU",,,,,h in between,11,NASSAU,,,,,,,11.5,,MANGIN,,,,NY,,"INSPECTOR OF TIMBER AND LUMBER C , DELANCY AND",
140 Maiden lane N Y h 112 Sands,Assume,140 MAIDEN LANE N Y H 112 SANDS,140,MAIDEN LANE N Y H 112 SANDS,,,,,,h in between,112,SANDS,,,H,,,,,140,MAIDEN LA,,,,,,NE N Y,
Myrtle c Hudson av h 4S Johnson,Assume,MYRTLE C HUDSON AV H 4S JOHNSON,,,MYRTLE C HUDSON AV H 4S JOHNSON,,,,,h in between,,JOHNSON,,,4S,,,,,,HUDSON,,,,,,MYRTLE C  AV,
213 Fulton h 6 Willow place,Assume,213 FULTON H 6 WILLOW PLACE,213,FULTON H 6 WILLOW PLACE,,,,,,h in between,6,WILLOW PL,,,ACE,,,,,213,FULTON,,,,,,,
71 Nassau st N Y h Navy st n Fulton av,Assume,71 NASSAU ST N Y H NAVY ST N FULTON AV,71,NASSAU ST N Y H NAVY ST N FULTON AV,,,,,,h in between,,FULTON,,,NAVY ST N  AV,,,,,71,NASSAU,,,,,,ST N Y,
Pierrepont st Baptist Church h 11 Schermerhorn,Assume,PIERREPONT ST BAPTIST CHURCH H 11 SCHERMERHORN,,,PIERREPONT ST BAPTIST CHURCH H 11 SCHERMERHORN,,,,,h in between,11,SCHERMERHORN,,,H,,,,,,PIERREPONT,,,,,,ST BAPTIST CHURCH,
76 South N Y h 75 Cranberry,Assume,76 SOUTH N Y H 75 CRANBERRY,76,SOUTH N Y H 75 CRANBERRY,,,,,,h in between,75,CRANBERRY,,,H,,,,,,76,,,,,,SOUTH N Y,
N Y h 45 Craubcrry,Assume,N Y H 45 CRAUBCRRY,,,N Y H 45 CRAUBCRRY,,,,,h in between,,45,,,CRAUBCRRY,,,,,,,,,,,,N Y,
N Y h 93 Washington,Assume,N Y H 93 WASHINGTON,,,N Y H 93 WASHINGTON,,,,,h in between,93,WASHINGTON,,,H,,,,,,,,,,,,N Y,
35 William N Y h 95 Sackett,Assume,35 WILLIAM N Y H 95 SACKETT,35,WILLIAM N Y H 95 SACKETT,,,,,,h in between,95,SACKETT,,,H,,,,,35,WILLIAM,,,,,,N Y,
18 Dutch st N Y h 345 Gold,Assume,18 DUTCH ST N Y H 345 GOLD,18,DUTCH ST N Y H 345 GOLD,,,,,,h in between,345,GOLD,,,H,,,,,18,DUTCH,,,,,,ST N Y,
145 Tillary h 26 Stanton,Assume,145 TILLARY H 26 STANTON,145,TILLARY H 26 STANTON,,,,,,h in between,26,STANTON,,,H,,,,,145,TILLARY,,,,,,,
148 Fulton h Flatbush,Assume,148 FULTON H FLATBUSH,148,FULTON H FLATBUSH,,,,,,h in between,,,FLATBUSH,,H,,,,,148,FULTON,,,,,,,
16 Coenties slip N Y h Schermerhorn n Bond,Assume,16 COENTIES SLIP N Y H SCHERMERHORN N BOND,16,COENTIES SLIP N Y H SCHERMERHORN N BOND,,,,,,h in between,,SCHERMERHORN,,,N BOND,,,,,16,COENTIES SLIP,,,,,,N Y,
157 Pearl N Y h 23 Monroe place,Assume,157 PEARL N Y H 23 MONROE PLACE,157,PEARL N Y H 23 MONROE PLACE,,,,,,h in between,23,MONROE PL,,,ACE,,,,,157,PEARL,,,,,,N Y,
157 Pearl N Y h 52 Montague place,Assume,157 PEARL N Y H 52 MONTAGUE PLACE,157,PEARL N Y H 52 MONTAGUE PLACE,,,,,,h in between,52,MONTAGUE,,,PLACE,,,,,157,PEARL,,,,,,N Y,
82 Water N Y h 113 Fulton,Assume,82 WATER N Y H 113 FULTON,82,WATER N Y H 113 FULTON,,,,,,h in between,113,FULTON,,,H,,,,,82,WATER,,,,,,N Y,
290 Broadway N Y7 h 12 Willow pl,Assume,290 BROADWAY N Y7 H 12 WILLOW PL,290,BROADWAY N Y7 H 12 WILLOW PL,,,,,,h in between,12,WILLOW PL,,,H,,,,,290,BROADWAY,,,,,,N Y7,
52 Wall N Y h 297 Henry,Assume,52 WALL N Y H 297 HENRY,52,WALL N Y H 297 HENRY,,,,,,h in between,297,HENRY,,,H,,,,,52,WALL,,,,,,N Y,
N Y h State n Hoyt,Assume,N Y H STATE N HOYT,,,N Y H STATE N HOYT,,,,,h in between,,STATE,,,N HOYT,,,,,,,,,,,,N Y,
N Y h 56 Willow,Assume,N Y H 56 WILLOW,,,N Y H 56 WILLOW,,,,,h in between,56,WILLOW,,,H,,,,,,,,,,,,N Y,
218 Water N Y h 26 Sands,Assume,218 WATER N Y H 26 SANDS,218,WATER N Y H 26 SANDS,,,,,,h in between,26,SANDS,,,H,,,,,218,WATER,,,,,,N Y,
73 Water c Old slip NY h 350 Atlantic,Assume,73 WATER C OLD SLIP NY H 350 ATLANTIC,73,WATER C OLD SLIP NY H 350 ATLANTIC,,,,,,h in between,350,ATLANTIC,,,H,,,,,73,OLD SLIP,,,,NY,,WATER C,
Columbia c Congress h 10 Cottage pl Columbia n Union,Assume,COLUMBIA C CONGRESS H 10 COTTAGE PL COLUMBIA N UNION,,,COLUMBIA C CONGRESS H 10 COTTAGE PL COLUMBIA N UNION,,,,,h in between,10,COTTAGE PL,,COLUMBIA,N UNION,,,,,,COLUMBIA,,,,,,C CONGRESS,
N Y h r 192 Jay,Assume,N Y H R 192 JAY,,,N Y H R 192 JAY,,,,,h in between,192,JAY,,,R,,,,,,,,,,,,N Y,
boots & shoes 220 Fulton h 6 Tillary,Assume,BOOTS & SHOES 220 FULTON H 6 TILLARY,,,BOOTS & SHOES 220 FULTON H 6 TILLARY,,,,,h in between,6,TILLARY,,,H,,,,,,FULTON,,,,,,BOOTS & SHOES 220,
N Y h 97 Myrtle av,Assume,N Y H 97 MYRTLE AV,,,N Y H 97 MYRTLE AV,,,,,h in between,,97,,,MYRTLE AV,,,,,,,,,,,,N Y,
125 Broad st N Y h Schermerhorn h Smith and Hoyt,Assume,125 BROAD ST N Y H SCHERMERHORN H SMITH AND HOYT,125,BROAD ST N Y H SCHERMERHORN H SMITH AND HOYT,,,,,,h in between,,SCHERMERHORN,,,SMITAND HOYT,,,,,125,BROAD,,,,,,ST N Y,
